,Predicciones,host_response_rate,price,host_acceptance_rate,latitude,longitude,accommodates,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
7,21.935683713896687,100.0,1089.0,100.0,19.41083,-99.18057,2.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,18,48,78,168,62.0,6.0,0.0,4.92,4.89,4.9,4.92,4.95,4.94,4.87,2.0,0.0,2.0,0.0,0.94
16,19.71442730534793,100.0,726.0,92.1,19.40891,-99.16083,2.0,1.0,1.0,1.0,14.0,1.0,1.0,14.0,14.0,1.0,14.0,,28,58,88,363,5.0,0.0,0.0,4.75,4.6,4.2,5.0,4.6,4.8,4.6,1.0,0.0,1.0,0.0,0.04
17,19.71442730534793,95.4,375.0,92.1,19.34022,-99.15306,1.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0,9,284,5.0,0.0,0.0,4.4,5.0,4.6,5.0,4.8,4.4,4.4,1.0,0.0,1.0,0.0,0.04
18,19.71442730534793,95.4,2835.0,92.1,19.44178,-99.20202,2.0,1.0,2.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,30,60,90,365,0.0,0.0,0.0,4.4,5.0,4.6,5.0,4.8,4.4,4.4,1.0,0.0,1.0,0.0,0.04
21,19.71442730534793,100.0,1244.0,92.1,19.35416,-99.16488,2.0,1.0,1.0,1.0,730.0,1.0,1.0,730.0,730.0,1.0,730.0,,28,58,88,88,0.0,0.0,0.0,4.4,5.0,4.6,5.0,4.8,4.4,4.4,3.0,1.0,2.0,0.0,0.04
24,21.935683713896687,100.0,549.0,100.0,19.33009,-99.21418,1.0,1.0,1.0,1.0,90.0,1.0,1.0,90.0,90.0,1.0,90.0,,11,31,61,336,4.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,3.0,0.0,0.04
28,3.0971799958249573,50.0,1543.0,33.0,19.4191,-99.15904,2.0,1.0,1.0,2.0,7.0,2.0,2.0,7.0,7.0,2.0,7.0,,0,0,20,295,158.0,1.0,0.0,4.97,4.94,4.97,4.98,4.96,4.96,4.95,1.0,0.0,1.0,0.0,1.41
29,15.468734676349676,100.0,302.0,77.0,19.39675,-99.17581,2.0,1.0,1.0,4.0,1125.0,4.0,4.0,1125.0,1125.0,4.0,1125.0,,19,49,79,354,90.0,14.0,3.0,4.82,4.86,4.59,4.98,4.94,4.98,4.78,2.0,0.0,2.0,0.0,0.82
30,21.935683713896687,100.0,500.0,100.0,19.35379,-99.2,4.0,2.0,4.0,2.0,365.0,2.0,2.0,365.0,365.0,2.0,365.0,,0,23,53,328,27.0,0.0,0.0,4.96,4.93,4.93,4.93,4.93,4.7,4.85,2.0,0.0,2.0,0.0,0.25
43,10.126472427941277,92.0,402.0,58.0,19.44262,-99.14566,2.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,22,37,64,307,127.0,2.0,0.0,4.73,4.72,4.67,4.9,4.92,4.46,4.8,6.0,3.0,3.0,0.0,1.02
45,3.0971799958249573,92.0,480.0,33.0,19.38336,-99.18197,2.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,29,59,89,269,9.0,1.0,0.0,4.78,5.0,5.0,5.0,5.0,4.89,4.78,1.0,0.0,1.0,0.0,0.07
57,21.935683713896687,100.0,591.0,100.0,19.41472,-99.15602,2.0,1.0,2.0,5.0,1825.0,5.0,5.0,1825.0,1825.0,5.0,1825.0,,30,60,90,365,20.0,2.0,0.0,4.16,4.21,4.32,4.61,4.32,4.68,4.21,4.0,2.0,2.0,0.0,0.15
59,18.84279504376551,100.0,726.0,89.0,19.436834,-99.207855,2.0,1.0,1.0,15.0,1125.0,15.0,15.0,1125.0,1125.0,15.0,1125.0,,7,37,67,247,20.0,4.0,0.0,4.95,4.95,4.9,4.9,4.95,5.0,4.9,1.0,0.0,1.0,0.0,0.18
68,19.71442730534793,100.0,545.0,92.1,19.36305,-99.15412,1.0,1.0,1.0,2.0,14.0,2.0,2.0,14.0,14.0,2.0,14.0,,30,60,90,365,0.0,0.0,0.0,4.95,4.95,4.9,4.9,4.95,5.0,4.9,1.0,0.0,1.0,0.0,0.18
69,19.68631013561947,100.0,699.0,92.0,19.42887,-99.17651,2.0,1.0,1.0,7.0,1125.0,7.0,7.0,1125.0,1125.0,7.0,1125.0,,2,31,61,336,19.7,4.0,0.0,4.75,4.73,4.87,4.89,4.92,4.94,4.77,4.0,1.0,3.0,0.0,2.01
76,19.71442730534793,100.0,457.0,92.1,19.43319,-99.14665,1.0,1.0,1.0,4.0,10.0,4.0,4.0,10.0,10.0,4.0,10.0,,12,42,72,162,107.0,0.0,0.0,4.78,4.79,4.85,4.86,4.86,4.93,4.78,1.0,0.0,1.0,0.0,0.96
78,21.935683713896687,100.0,327.0,100.0,19.34034,-99.18345,2.0,1.0,1.0,2.0,160.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0,0,120,19.7,11.0,0.0,4.8,4.81,4.83,4.87,4.93,4.74,4.84,2.0,0.0,2.0,0.0,1.66
81,19.96748183290412,100.0,713.0,93.0,19.42843,-99.13772,2.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,30,60,90,365,132.0,9.0,1.0,4.84,4.89,4.72,4.91,4.94,4.87,4.75,2.0,0.0,2.0,0.0,1.42
83,21.935683713896687,100.0,327.0,100.0,19.34034,-99.18345,1.0,1.0,1.0,2.0,200.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,18,48,78,253,51.0,4.0,0.0,4.96,4.92,4.9,4.88,4.94,4.94,4.86,2.0,0.0,2.0,0.0,0.45
84,21.935683713896687,100.0,529.0,100.0,19.41444,-99.15734,2.0,1.0,1.0,3.0,31.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,30,60,90,90,120.0,11.0,1.0,4.87,4.87,4.8,4.91,4.93,4.89,4.81,2.0,0.0,2.0,0.0,1.24
85,21.935683713896687,100.0,272.0,100.0,19.2751,-99.17757,2.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0,0,0,17.0,1.0,0.0,4.82,4.88,4.76,4.94,5.0,4.56,4.75,5.0,0.0,5.0,0.0,0.25
86,18.561623346480857,100.0,450.0,88.0,19.308,-99.16682,1.0,1.0,1.0,1.0,90.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,30,32,32,114,13.0,1.0,0.0,4.69,4.92,4.23,4.85,4.85,4.92,4.62,2.0,0.0,2.0,0.0,0.12
88,18.561623346480857,100.0,1006.0,88.0,19.40639,-99.16686,1.0,1.0,1.0,5.0,180.0,5.0,5.0,180.0,180.0,5.0,180.0,,30,60,90,365,0.0,0.0,0.0,4.69,4.92,4.23,4.85,4.85,4.92,4.62,1.0,0.0,1.0,0.0,0.12
89,21.935683713896687,100.0,896.0,100.0,19.40592,-99.1691,1.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,29,59,89,364,28.0,3.0,0.0,4.82,4.57,4.96,4.96,4.75,4.93,4.71,1.0,0.0,1.0,0.0,0.24
90,17.99927995191155,83.0,1036.0,86.0,19.35445,-99.16251,2.0,1.0,1.0,2.0,365.0,2.0,2.0,365.0,365.0,2.0,365.0,,0,11,37,292,152.0,8.0,0.0,4.93,4.94,4.97,4.96,4.91,4.97,4.94,5.0,0.0,5.0,0.0,1.33
91,21.935683713896687,83.0,500.0,100.0,19.39969,-99.17173,2.0,1.0,1.0,3.0,28.0,3.0,3.0,28.0,28.0,3.0,28.0,,29,59,89,364,2.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,0.4
93,18.561623346480857,100.0,400.0,88.0,19.30729,-99.16962,1.0,1.0,1.0,1.0,120.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,30,60,90,365,17.0,7.0,0.0,4.82,4.71,4.75,4.63,4.88,4.88,4.82,2.0,0.0,2.0,0.0,0.18
96,6.752412060525444,60.0,14143.0,46.0,19.4075,-99.17561,1.9,1.1,1.2,1.0,14.0,1.0,1.0,14.0,14.0,1.0,14.0,,30,60,90,365,51.0,1.0,0.0,4.69,4.56,4.73,4.78,4.84,4.98,4.47,10.0,3.0,3.0,0.0,0.39
97,19.68631013561947,100.0,450.0,92.0,19.30523,-99.18356,1.0,1.0,1.0,1.0,13.0,1.0,1.0,13.0,13.0,1.0,13.0,,27,57,87,362,37.0,10.0,0.0,4.92,4.92,4.84,4.97,4.97,4.89,4.89,1.0,0.0,1.0,0.0,0.37
99,16.87459316277294,67.0,450.0,82.0,19.40103,-99.17618,2.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,13,43,73,348,46.0,4.0,0.0,4.76,4.89,4.91,4.8,4.71,4.76,4.82,1.0,0.0,1.0,0.0,0.42
100,15.468734676349676,100.0,385.0,77.0,19.36613,-99.17831,3.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,22,52,82,357,9.0,0.0,0.0,4.78,5.0,5.0,5.0,4.89,4.89,5.0,3.0,1.0,2.0,0.0,0.1
101,19.71442730534793,60.0,700.0,92.1,19.45684,-99.17179,2.0,1.0,1.0,1.0,7.0,1.0,1.0,7.0,7.0,1.0,7.0,,29,59,89,364,0.0,0.0,0.0,4.78,5.0,5.0,5.0,4.89,4.89,5.0,1.0,0.0,1.0,0.0,0.1
102,17.718108254626898,100.0,295.0,85.0,19.3424,-99.15419,2.0,1.0,1.0,4.0,1125.0,4.0,4.0,1125.0,1125.0,4.0,1125.0,,28,58,88,363,16.0,6.0,1.0,4.63,4.69,4.94,4.75,4.75,4.94,4.69,1.0,0.0,1.0,0.0,0.15
106,21.935683713896687,100.0,700.0,100.0,19.41317,-99.15735,2.0,1.0,2.0,3.0,28.0,2.0,3.0,1125.0,1125.0,3.0,1125.0,,20,50,80,80,134.0,17.0,2.0,4.86,4.86,4.6,4.95,4.96,4.95,4.86,1.0,0.0,1.0,0.0,1.12
107,21.935683713896687,100.0,381.0,100.0,19.39129,-99.1888,2.0,1.0,1.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,0,0,0,137,17.0,0.0,0.0,4.94,5.0,5.0,4.94,5.0,4.56,4.81,2.0,0.0,2.0,0.0,0.15
108,21.935683713896687,100.0,908.0,100.0,19.355,-99.16181,2.0,1.0,1.0,5.0,21.0,2.0,5.0,21.0,21.0,5.0,21.0,,0,2,2,2,21.0,1.0,0.0,4.78,4.84,4.89,4.95,4.84,4.95,4.68,3.0,2.0,1.0,0.0,0.18
110,19.71442730534793,100.0,599.0,92.1,19.41017,-99.17886,2.0,1.0,2.0,3.0,15.0,3.0,3.0,15.0,15.0,3.0,15.0,,28,58,88,88,53.0,0.0,0.0,4.84,4.96,4.94,4.87,4.89,4.96,4.8,1.0,0.0,1.0,0.0,0.65
111,19.71442730534793,100.0,457.0,92.1,19.42454,-99.13845,1.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,30,60,90,365,2.0,0.0,0.0,4.8,4.8,4.8,4.9,4.9,4.9,4.7,1.0,0.0,1.0,0.0,0.02
114,21.935683713896687,100.0,732.0,100.0,19.33036,-99.21737,1.0,1.0,1.0,3.0,90.0,3.0,3.0,90.0,90.0,3.0,90.0,,27,57,87,362,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,3.0,0.0,0.02
121,16.593421465488287,100.0,1900.0,81.0,19.38875,-99.24067,1.0,1.0,1.0,7.0,1125.0,7.0,7.0,1125.0,1125.0,7.0,1125.0,,0,27,57,116,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,1.0,0.0,0.02
126,17.99927995191155,95.4,220.0,86.0,19.31669,-99.16917,1.0,1.0,2.0,5.0,1125.0,5.0,5.0,1125.0,1125.0,5.0,1125.0,,11,11,12,287,49.0,2.0,0.0,4.8,4.83,4.77,4.89,4.88,4.51,4.79,1.0,0.0,1.0,0.0,0.46
129,17.99927995191155,95.4,350.0,86.0,19.39507,-99.15226,1.0,1.0,1.0,30.0,150.0,30.0,30.0,150.0,150.0,30.0,150.0,,30,60,90,365,0.0,0.0,0.0,4.8,4.83,4.77,4.89,4.88,4.51,4.79,1.0,0.0,1.0,0.0,0.46
131,21.935683713896687,100.0,550.0,100.0,19.43784,-99.07903,2.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,27,57,87,362,19.7,24.0,4.0,4.66,4.83,4.66,4.92,4.95,4.93,4.6,3.0,0.0,3.0,0.0,3.51
132,17.99927995191155,83.0,1036.0,86.0,19.35418,-99.16338,2.0,1.0,1.0,2.0,365.0,2.0,2.0,365.0,365.0,2.0,365.0,,20,43,71,336,66.0,3.0,0.0,4.75,4.86,4.91,4.87,4.78,4.94,4.79,5.0,0.0,5.0,0.0,0.6
134,21.935683713896687,100.0,1271.0,100.0,19.41356,-99.17586,2.0,1.0,1.0,2.0,30.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,4,4,252,114.0,22.0,2.0,4.98,5.0,5.0,4.99,5.0,5.0,4.94,3.0,0.0,3.0,0.0,1.17
138,21.935683713896687,100.0,850.0,100.0,19.4419,-99.20079,2.0,1.0,1.0,2.0,28.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,26,56,86,176,47.0,14.0,2.0,4.87,4.96,4.74,4.98,4.96,4.98,4.83,1.0,0.0,1.0,0.0,0.67
139,14.344047887211065,100.0,240.0,73.0,19.45595,-99.15944,1.0,1.0,1.0,7.0,90.0,7.0,7.0,90.0,90.0,7.0,90.0,,5,26,56,331,27.0,3.0,1.0,4.96,4.89,4.85,4.88,4.96,4.8,4.96,1.0,0.0,1.0,0.0,0.29
140,21.935683713896687,100.0,400.0,100.0,19.34356,-99.1286,2.0,1.0,1.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,0,0,0,209,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,0.0,0.02
141,21.935683713896687,100.0,381.0,100.0,19.39165,-99.18885,2.0,1.0,1.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,1,1,2,139,26.0,0.0,0.0,4.88,4.88,5.0,4.88,4.96,4.54,4.77,2.0,0.0,2.0,0.0,0.22
145,19.71442730534793,100.0,250.0,92.1,19.39561,-99.15013,1.0,1.0,1.0,5.0,1125.0,5.0,5.0,1125.0,1125.0,5.0,1125.0,,30,60,90,365,3.0,0.0,0.0,4.67,4.33,5.0,4.67,4.67,5.0,4.33,1.0,0.0,1.0,0.0,0.03
148,21.935683713896687,100.0,566.0,100.0,19.40288,-99.17884,2.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,3,30,60,335,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,0.03
150,21.935683713896687,100.0,545.0,100.0,19.33753,-99.15454,2.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,29,59,89,364,42.0,5.0,0.0,4.9,4.78,4.8,4.98,4.98,4.73,4.8,2.0,1.0,1.0,0.0,0.4
151,21.935683713896687,100.0,600.0,100.0,19.41269,-99.15512,2.0,1.0,1.0,5.0,1825.0,5.0,5.0,1825.0,1825.0,5.0,1825.0,,0,0,0,87,17.0,7.0,0.0,4.63,4.75,4.5,4.94,4.94,4.88,4.75,4.0,2.0,2.0,0.0,0.15
156,15.468734676349676,100.0,290.0,77.0,19.36926,-99.1804,1.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,22,52,79,354,28.0,4.0,0.0,4.81,4.85,4.78,4.89,5.0,4.85,4.63,3.0,1.0,2.0,0.0,0.25
158,19.71442730534793,100.0,540.0,92.1,19.41633,-99.18026,1.0,1.0,2.0,5.0,1125.0,5.0,5.0,1125.0,1125.0,5.0,1125.0,,0,0,0,62,10.0,0.0,0.0,5.0,4.7,4.8,5.0,5.0,4.6,4.9,1.0,0.0,1.0,0.0,0.09
160,19.71442730534793,100.0,366.0,92.1,19.48321,-99.11241,2.0,1.0,1.0,3.0,365.0,3.0,3.0,365.0,365.0,3.0,365.0,,24,51,81,81,6.0,0.0,0.0,4.83,5.0,4.83,4.83,4.83,4.5,4.67,1.0,0.0,1.0,0.0,0.05
165,19.405138438334813,100.0,220.0,91.0,19.39551,-99.17676,1.0,1.0,1.0,15.0,1125.0,15.0,15.0,1125.0,1125.0,15.0,1125.0,,0,0,0,0,2.0,0.0,0.0,4.5,5.0,4.5,5.0,5.0,5.0,5.0,8.0,0.0,8.0,0.0,0.03
166,21.935683713896687,100.0,750.0,100.0,19.38021,-99.16878,2.0,1.0,1.0,1.0,60.0,1.0,5.0,1125.0,1125.0,1.0,1125.0,,10,14,44,179,19.7,19.0,2.0,4.97,4.98,4.99,4.98,4.97,4.96,4.98,2.0,1.0,1.0,0.0,1.72
173,19.405138438334813,100.0,246.0,91.0,19.39567,-99.17694,1.0,1.0,1.0,28.0,1125.0,28.0,28.0,1125.0,1125.0,28.0,1125.0,,0,0,0,0,16.0,2.0,0.0,4.75,4.88,4.94,4.94,5.0,5.0,4.75,8.0,0.0,8.0,0.0,0.21
175,21.935683713896687,100.0,349.0,100.0,19.37496,-99.17334,1.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,22,52,82,172,53.0,10.0,0.0,4.91,4.89,4.92,5.0,4.94,4.98,4.89,1.0,0.0,1.0,0.0,0.69
177,21.935683713896687,100.0,549.0,100.0,19.35796,-99.12219,2.0,1.0,1.0,30.0,30.0,2.0,30.0,1125.0,1125.0,18.0,1125.0,,30,60,90,365,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.67,4.67,2.0,0.0,2.0,0.0,0.05
182,19.71442730534793,95.4,650.0,92.1,19.42793,-99.15546,1.0,1.0,1.0,3.0,7.0,3.0,3.0,7.0,7.0,3.0,7.0,,30,60,90,365,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.67,4.67,1.0,0.0,1.0,0.0,0.05
183,19.71442730534793,95.4,1500.0,92.1,19.40809,-99.18109,2.0,1.0,1.0,2.0,365.0,2.0,2.0,365.0,365.0,2.0,365.0,,29,59,89,364,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.67,4.67,1.0,0.0,1.0,0.0,0.05
185,19.71442730534793,95.4,508.0,92.1,19.44333,-99.18497,1.0,1.0,1.0,5.0,180.0,5.0,5.0,180.0,180.0,5.0,180.0,,0,0,0,193,1.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,1.0,0.0,1.0,0.0,0.01
190,19.71442730534793,95.4,1171.0,92.1,19.41095,-99.18215,1.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,30,60,90,365,0.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,1.0,0.0,1.0,0.0,0.01
196,17.99927995191155,83.0,1300.0,86.0,19.35445,-99.16251,2.0,1.0,1.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,,0,0,25,292,24.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,0.23
199,17.99927995191155,83.0,1300.0,86.0,19.35472,-99.16258,2.0,1.0,1.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,,11,39,64,328,56.0,3.0,1.0,4.89,4.96,5.0,4.96,4.91,4.98,4.87,5.0,0.0,5.0,0.0,0.52
201,21.935683713896687,100.0,500.0,100.0,19.39213,-99.17207,1.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,22,52,82,262,25.0,25.0,4.0,4.96,4.92,4.8,5.0,5.0,5.0,4.96,1.0,0.0,1.0,0.0,2.2
203,20.248653530188772,100.0,2200.0,94.0,19.34923,-99.19307,2.0,1.0,1.0,1.0,90.0,1.0,1.0,90.0,90.0,1.0,90.0,,30,60,90,365,33.0,2.0,0.0,4.97,4.94,4.97,5.0,4.97,4.97,4.88,7.0,1.0,4.0,0.0,0.29
204,21.935683713896687,67.0,600.0,100.0,19.43238,-99.17465,2.0,1.0,1.0,7.0,1125.0,7.0,7.0,1125.0,1125.0,7.0,1125.0,,3,3,3,274,19.7,0.0,0.0,4.92,4.96,4.94,4.97,4.92,4.9,4.93,1.0,0.0,1.0,0.0,2.57
206,21.935683713896687,67.0,1372.0,100.0,19.37748,-99.18156,2.0,1.0,1.0,2.0,30.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,28,58,88,363,6.0,1.0,0.0,4.8,5.0,5.0,5.0,5.0,4.6,4.8,1.0,0.0,1.0,0.0,0.06
218,19.12396674105016,100.0,960.0,90.0,19.42297,-99.20626,2.0,1.0,1.0,10.0,1125.0,10.0,10.0,1125.0,1125.0,10.0,1125.0,,0,0,27,302,15.0,3.0,0.0,4.8,4.8,4.93,4.93,5.0,5.0,4.87,1.0,0.0,1.0,0.0,0.35
219,19.71442730534793,100.0,508.0,92.1,19.417,-99.15975,1.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,28,58,88,363,3.0,0.0,0.0,4.5,4.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,0.03
220,19.71442730534793,100.0,3658.0,92.1,19.40924,-99.16619,2.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,30,60,90,365,0.0,0.0,0.0,4.5,4.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,0.03
225,19.68631013561947,100.0,578.0,92.0,19.41897,-99.16112,2.0,1.0,1.0,2.0,15.0,2.0,2.0,15.0,15.0,2.0,15.0,,3,22,37,132,15.0,15.0,2.0,5.0,4.93,4.8,4.93,5.0,5.0,5.0,1.0,0.0,1.0,0.0,2.71
226,6.190068665956138,100.0,11807.0,44.0,19.29966,-99.15624,1.0,1.1,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,30,60,90,365,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,3.0,0.0,0.17
229,19.96748183290412,100.0,545.0,93.0,19.35058,-99.19749,2.0,1.0,1.0,1.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,30,60,90,365,13.0,2.0,0.0,4.85,5.0,4.85,4.92,5.0,5.0,4.85,3.0,0.0,3.0,0.0,0.19
231,7.033583757810096,100.0,450.0,47.0,19.42048,-99.16697,2.0,1.0,1.0,2.0,180.0,2.0,2.0,180.0,180.0,2.0,180.0,,2,11,41,316,85.0,6.0,3.0,4.76,4.89,4.93,4.91,4.92,4.93,4.78,2.0,0.0,2.0,0.0,0.78
232,7.033583757810096,100.0,350.0,47.0,19.42242,-99.16823,2.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,28,58,333,142.0,0.0,0.0,4.64,4.75,4.75,4.81,4.76,4.86,4.72,2.0,0.0,2.0,0.0,1.26
237,7.033583757810096,95.4,376.0,47.0,19.4,-99.17044,1.0,1.0,2.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,30,60,90,365,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,0.05
242,20.248653530188772,100.0,1800.0,94.0,19.34943,-99.19427,2.0,1.0,1.0,1.0,90.0,1.0,1.0,90.0,90.0,1.0,90.0,,30,60,90,365,41.0,5.0,0.0,4.85,4.78,4.88,4.85,4.85,4.88,4.8,7.0,1.0,4.0,0.0,0.37
244,21.935683713896687,100.0,549.0,100.0,19.28356,-99.21837,2.0,1.0,1.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,11,41,71,346,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,3.0,0.0,0.03
249,12.65701770350315,100.0,700.0,67.0,19.41239,-99.18398,3.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,30,60,90,365,27.0,4.0,0.0,4.73,4.76,4.27,4.96,4.96,4.96,4.84,4.0,0.0,4.0,0.0,0.27
251,12.65701770350315,100.0,880.0,67.0,19.36898,-99.2,2.0,1.0,1.0,3.0,30.0,3.0,3.0,30.0,30.0,3.0,30.0,,0,0,0,180,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,1.0,1.0,0.0,0.01
252,19.71442730534793,100.0,2952.0,92.1,19.44358,-99.21206,2.0,1.0,1.0,2.0,8.0,2.0,2.0,8.0,8.0,2.0,8.0,,23,53,83,173,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,0.0,1.0,0.0,0.01
259,19.68631013561947,100.0,714.0,92.0,19.42867,-99.17647,2.0,1.0,1.0,21.0,1125.0,21.0,21.0,1125.0,1125.0,21.0,1125.0,,8,38,68,343,124.0,3.0,0.0,4.77,4.77,4.87,4.94,4.88,4.89,4.75,4.0,1.0,3.0,0.0,1.22
261,19.68631013561947,100.0,287.0,92.0,19.29005,-99.13694,1.0,1.0,1.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,,30,60,90,365,0.0,0.0,0.0,4.77,4.77,4.87,4.94,4.88,4.89,4.75,1.0,0.0,1.0,0.0,1.22
262,21.935683713896687,100.0,830.0,100.0,19.40692,-99.18831,6.0,2.0,5.0,2.0,365.0,2.0,2.0,365.0,365.0,2.0,365.0,,4,13,32,221,50.0,0.0,0.0,4.86,4.88,4.94,4.94,5.0,4.76,4.94,6.0,4.0,2.0,0.0,0.45
274,10.68881582251058,100.0,600.0,60.0,19.40338,-99.16555,1.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,28,57,57,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,3.0,0.0,0.16
276,14.906391281780373,100.0,450.0,75.0,19.39284,-99.16858,2.0,1.0,1.0,15.0,90.0,15.0,15.0,1125.0,1125.0,15.0,1125.0,,27,57,87,362,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,0.16
278,5.908896968671485,80.0,428.0,43.0,19.26894,-99.17053,1.0,1.0,1.0,6.0,1125.0,6.0,6.0,1125.0,1125.0,6.0,1125.0,,0,0,0,145,6.0,0.0,0.0,4.33,4.67,4.67,4.5,4.17,3.83,4.67,2.0,1.0,1.0,0.0,0.07
279,17.15576486005759,80.0,545.0,83.0,19.3439,-99.16784,1.0,1.0,1.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,0,0,0,180,26.0,2.0,0.0,4.88,4.88,4.68,4.96,4.92,4.92,4.79,1.0,0.0,1.0,0.0,0.25
