,Predicciones,host_response_rate,price,host_acceptance_rate,latitude,longitude,accommodates,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2692,7.877098849664053,100.0,658.0,50.0,19.34802,-99.16015,2.0,1.0,1.0,2.0,30.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,28,58,88,178,19.7,0.0,0.0,4.97,4.98,4.99,4.97,4.99,4.99,4.99,1.0,0.0,1.0,0.0,3.15
2693,21.935683713896687,93.0,207.0,100.0,19.40335,-99.1575,2.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,13,14,14,256,19.7,56.0,5.0,4.89,4.91,4.88,4.86,4.91,4.9,4.87,3.0,0.0,3.0,0.0,4.23
2700,21.935683713896687,100.0,490.0,100.0,19.42593,-99.15911,2.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,0,0,27,27,139.0,20.0,0.0,4.92,4.94,4.92,4.96,4.97,4.98,4.91,2.0,0.0,2.0,0.0,2.0
2701,21.935683713896687,100.0,280.0,100.0,19.37682,-99.14386,1.0,1.0,1.0,4.0,1125.0,4.0,4.0,1125.0,1125.0,4.0,1125.0,,0,0,27,117,13.0,6.0,0.0,4.83,5.0,4.92,5.0,5.0,4.67,4.83,2.0,0.0,2.0,0.0,0.2
2702,21.935683713896687,86.0,398.0,100.0,19.41135,-99.16755,2.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,0,0,0,0,4.0,1.0,0.0,4.0,4.25,3.75,4.0,4.75,4.75,4.25,4.0,3.0,1.0,0.0,0.06
2704,7.877098849664053,100.0,470.0,50.0,19.36263,-99.19156,2.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,1,29,59,59,10.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,0.15
2708,19.71442730534793,95.4,270.0,92.1,19.39298,-99.16162,2.0,1.0,1.0,10.0,30.0,10.0,10.0,30.0,30.0,10.0,30.0,,23,53,83,83,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,0.15
2710,19.405138438334813,95.4,250.0,91.0,19.31422,-99.13661,1.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,27,57,332,16.0,0.0,0.0,4.94,5.0,4.75,5.0,5.0,4.88,5.0,3.0,0.0,3.0,0.0,0.24
2714,6.752412060525444,60.0,1716.0,46.0,19.40928,-99.17545,3.0,1.0,1.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,,17,41,71,346,2.0,0.0,0.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,10.0,3.0,3.0,0.0,0.05
2716,16.87459316277294,60.0,2500.0,82.0,19.38899,-99.17834,4.0,2.0,2.0,2.0,26.0,2.0,2.0,26.0,26.0,2.0,26.0,,29,59,89,364,1.0,1.0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,0.0,2.0,0.0,0.23
2722,16.87459316277294,60.0,270.0,82.0,19.47534,-99.14837,2.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,0,0,0,0,190.0,0.0,0.0,4.77,4.86,4.72,4.95,4.95,4.76,4.82,1.0,0.0,1.0,0.0,2.78
2726,19.71442730534793,60.0,360.0,92.1,19.32642,-99.22233,2.0,1.0,1.0,3.0,35.0,3.0,3.0,35.0,35.0,3.0,35.0,,28,58,88,88,0.0,0.0,0.0,4.77,4.86,4.72,4.95,4.95,4.76,4.82,1.0,0.0,1.0,0.0,2.78
2730,19.71442730534793,100.0,364.0,92.1,19.40285,-99.16668,2.0,1.0,1.0,1.0,10.0,1.0,2.0,10.0,10.0,1.3,10.0,,28,58,87,87,14.0,0.0,0.0,4.71,4.5,4.64,4.57,4.79,4.79,4.64,1.0,0.0,1.0,0.0,0.21
2731,19.71442730534793,100.0,320.0,92.1,19.37777,-99.13667,2.0,1.0,1.0,3.0,30.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,0,0,0,0,14.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.93,4.93,1.0,0.0,1.0,0.0,0.23
2734,20.529825227473424,100.0,907.0,95.0,19.4064,-99.18248,4.0,2.0,2.0,4.0,60.0,4.0,4.0,1125.0,1125.0,4.0,1125.0,,0,27,57,57,5.0,0.0,0.0,4.4,4.4,4.0,5.0,5.0,5.0,4.6,3.0,0.0,3.0,0.0,0.07
2739,19.71442730534793,95.4,250.0,92.1,19.4226,-99.15249,1.0,1.0,1.0,5.0,15.0,5.0,5.0,15.0,15.0,5.0,15.0,,28,58,88,178,37.0,0.0,0.0,4.92,4.94,4.83,5.0,4.94,4.89,4.97,1.0,0.0,1.0,0.0,0.55
2740,21.935683713896687,100.0,400.0,100.0,19.44526,-99.18843,1.0,1.0,1.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,0,0,0,0,0.0,0.0,0.0,4.92,4.94,4.83,5.0,4.94,4.89,4.97,1.0,0.0,1.0,0.0,0.55
2742,21.935683713896687,95.4,295.0,100.0,19.36598,-99.22353,1.0,1.1,5.0,3.0,30.0,3.0,3.0,30.0,30.0,3.0,30.0,,30,60,90,180,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,0.01
2744,21.935683713896687,100.0,899.0,100.0,19.434763,-99.208054,4.0,1.0,2.0,1.0,30.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,16,43,73,163,127.0,13.0,0.0,4.9,4.92,4.91,4.95,4.96,4.97,4.9,31.0,7.0,24.0,0.0,1.82
2747,21.373340319327383,100.0,371.0,98.0,19.42061,-99.17179,2.0,1.0,1.0,2.0,7.0,2.0,2.0,7.0,7.0,2.0,7.0,,0,0,0,0,91.0,8.0,2.0,4.89,4.96,4.89,4.99,5.0,4.93,4.9,14.0,10.0,4.0,0.0,1.32
2751,21.935683713896687,100.0,400.0,100.0,19.44613,-99.19446,1.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0,27,302,34.0,6.0,0.0,4.79,4.79,4.82,4.85,4.76,4.76,4.82,1.0,0.0,1.0,0.0,0.5
2753,21.654512016612035,98.0,854.0,99.0,19.422228,-99.155647,2.0,1.0,1.0,1.0,30.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,4,17,39,39,19.7,7.5,6.0,4.81,4.86,4.82,4.91,4.94,4.95,4.81,14.0,5.0,9.0,0.0,6.2
2754,21.09216862204273,100.0,790.0,97.0,19.36901,-99.12572,2.0,1.0,2.0,1.0,365.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,30,60,90,365,125.0,9.0,1.0,4.6,4.68,4.6,4.81,4.77,4.75,4.66,2.0,0.0,2.0,0.0,1.79
2755,21.654512016612035,96.0,700.0,99.0,19.38152,-99.15732,2.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,7,37,67,157,62.0,11.0,0.0,4.89,4.95,4.84,4.93,4.98,4.97,4.92,8.0,0.0,8.0,0.0,0.91
2758,21.654512016612035,96.0,300.0,99.0,19.46841,-99.09102,4.0,2.0,2.0,1.0,90.0,1.0,1.0,90.0,90.0,1.0,90.0,,0,0,0,0,18.0,0.0,0.0,4.72,4.67,4.56,4.78,4.72,4.67,4.78,1.0,0.0,1.0,0.0,0.28
2760,19.68631013561947,100.0,399.0,92.0,19.36854,-99.27005,1.0,1.0,1.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,,0,0,0,240,2.0,0.0,0.0,5.0,5.0,5.0,4.5,5.0,5.0,4.5,17.0,0.0,15.0,2.0,0.07
2766,19.71442730534793,100.0,1271.0,92.1,19.41529,-99.16827,2.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,29,59,89,364,13.0,0.0,0.0,4.92,5.0,5.0,4.92,4.92,5.0,5.0,1.0,0.0,1.0,0.0,0.19
2768,19.71442730534793,100.0,529.0,92.1,19.27008,-99.13017,5.0,3.0,1.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,23,53,83,83,1.0,0.0,0.0,4.8,5.0,5.0,4.92,4.92,5.0,5.0,1.0,0.0,1.0,0.0,0.02
2769,21.373340319327383,100.0,376.0,98.0,19.42256,-99.17212,2.0,1.0,1.0,2.0,10.0,2.0,2.0,10.0,10.0,2.0,10.0,,0,0,0,0,92.0,9.0,2.0,4.83,4.88,4.83,4.93,4.91,4.83,4.72,14.0,10.0,4.0,0.0,1.34
2771,21.654512016612035,100.0,352.0,99.0,19.365,-99.24152,2.0,1.0,1.0,1.0,15.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,22,52,82,304,198.0,42.0,3.0,4.84,4.91,4.84,4.89,4.91,4.67,4.83,2.0,1.0,1.0,0.0,2.87
2772,21.654512016612035,100.0,451.0,99.0,19.41203,-99.1649,2.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,6,6,6,6,16.0,2.0,2.0,4.93,5.0,4.87,5.0,4.93,4.93,4.87,1.0,0.0,1.0,0.0,0.23
2773,21.09216862204273,100.0,300.0,97.0,19.36684,-99.12473,2.0,1.0,2.0,1.0,365.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,30,60,90,365,74.0,14.0,0.0,4.57,4.69,4.55,4.73,4.7,4.77,4.65,2.0,0.0,2.0,0.0,1.07
2778,21.654512016612035,99.0,360.0,99.0,19.4372615814209,-99.1367416381836,3.0,1.0,2.0,1.0,15.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,23,53,83,173,19.7,23.0,2.0,4.47,4.72,4.57,4.83,4.83,4.81,4.47,18.0,2.0,16.0,0.0,3.96
2779,20.529825227473424,100.0,300.0,95.0,19.29162,-99.17588,1.0,1.0,1.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,2,32,62,67,35.0,6.0,1.0,4.89,5.0,4.91,5.0,4.91,5.0,4.89,3.0,0.0,3.0,0.0,0.52
2780,16.87459316277294,100.0,749.0,82.0,19.40561,-99.07619,2.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,27,56,86,357,19.0,15.0,3.0,5.0,4.95,5.0,5.0,5.0,4.95,4.89,1.0,0.0,1.0,0.0,0.29
2783,-1.4015671607294848,100.0,366.0,17.0,19.25945,-99.11784,2.0,1.0,1.0,1.0,15.0,1.0,1.0,15.0,15.0,1.0,15.0,,29,59,89,89,31.0,0.0,0.0,4.94,4.9,4.97,4.77,4.84,4.81,4.87,1.0,0.0,1.0,0.0,0.46
2787,-1.4015671607294848,100.0,500.0,17.0,19.46439,-99.15942,1.0,1.0,1.0,5.0,1125.0,5.0,5.0,1125.0,1125.0,5.0,1125.0,,27,57,87,362,0.0,0.0,0.0,4.94,4.9,4.97,4.77,4.84,4.81,4.87,1.0,0.0,1.0,0.0,0.46
2790,21.935683713896687,100.0,1020.0,100.0,19.40542,-99.17395,2.0,1.0,1.0,1.0,28.0,1.0,2.0,1125.0,1125.0,1.4,1125.0,,30,60,90,365,31.0,5.0,0.0,4.9,5.0,4.94,5.0,5.0,5.0,4.94,3.0,0.0,3.0,0.0,0.47
2791,21.935683713896687,100.0,985.0,100.0,19.4054,-99.17395,2.0,1.0,1.0,2.0,28.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,30,60,90,365,33.0,10.0,1.0,4.88,4.94,4.85,4.94,4.94,4.97,4.81,3.0,0.0,3.0,0.0,0.48
2798,21.654512016612035,98.0,840.0,99.0,19.422228,-99.155647,2.0,1.0,1.0,1.0,30.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,8,29,59,59,19.7,7.5,2.0,4.85,4.85,4.87,4.94,4.94,4.97,4.87,14.0,5.0,9.0,0.0,6.35
2802,21.654512016612035,98.0,310.0,99.0,19.40791,-99.18489,2.0,1.0,1.0,3.0,14.0,3.0,3.0,14.0,14.0,3.0,14.0,,12,42,72,72,10.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,0.15
2804,3.0971799958249573,100.0,450.0,33.0,19.39414,-99.2342,1.0,1.0,1.0,5.0,1125.0,5.0,5.0,1125.0,1125.0,5.0,1125.0,,29,59,89,364,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,0.0,2.0,0.0,0.15
2805,21.935683713896687,50.0,400.0,100.0,19.31152,-99.22341,2.0,1.0,2.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,0,0,0,27,17.0,1.0,1.0,4.76,4.71,4.65,4.71,4.76,4.65,4.65,1.0,0.0,1.0,0.0,0.25
2806,3.0971799958249573,100.0,800.0,33.0,19.39617,-99.23416,1.0,1.0,1.0,7.0,1125.0,7.0,7.0,1125.0,1125.0,7.0,1125.0,,28,58,88,363,0.0,0.0,0.0,4.76,4.71,4.65,4.71,4.76,4.65,4.65,2.0,0.0,2.0,0.0,0.25
2807,19.71442730534793,100.0,280.0,92.1,19.50152,-99.20614,1.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,29,59,89,364,1.0,0.0,0.0,4.0,5.0,5.0,5.0,4.9,5.0,5.0,1.0,0.0,1.0,0.0,0.02
2808,17.99927995191155,100.0,682.0,86.0,19.393932,-99.170425,2.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,28,58,88,88,8.0,2.0,0.0,5.0,5.0,4.75,4.88,4.75,5.0,5.0,4.0,1.0,3.0,0.0,0.18
2812,19.405138438334813,100.0,295.0,91.0,19.31439,-99.1361,2.0,1.0,1.0,5.0,1125.0,5.0,5.0,1125.0,1125.0,5.0,1125.0,,0,0,0,149,17.0,0.0,0.0,4.94,5.0,4.94,5.0,4.93,4.93,5.0,3.0,0.0,3.0,0.0,0.25
2814,19.405138438334813,100.0,310.0,91.0,19.38442,-99.16224,1.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0,0,0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,0.02
2815,21.935683713896687,100.0,526.0,100.0,19.34192,-99.16242,2.0,1.0,1.0,2.0,180.0,2.0,2.0,180.0,180.0,2.0,180.0,,1,2,2,45,38.0,0.0,0.0,4.87,4.79,4.87,4.89,4.89,4.84,4.76,4.0,0.0,4.0,0.0,0.56
2818,20.248653530188772,100.0,700.0,94.0,19.43311,-99.19155,2.0,1.0,1.0,3.0,365.0,3.0,3.0,365.0,365.0,3.0,365.0,,19,42,72,167,37.0,4.0,0.0,4.78,4.89,4.84,4.76,4.89,4.97,4.86,4.0,1.0,3.0,0.0,0.57
2820,21.935683713896687,100.0,400.0,100.0,19.43504,-99.13165,2.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0,0,0,0.0,0.0,0.0,4.78,4.89,4.84,4.76,4.89,4.97,4.86,1.0,0.0,1.0,0.0,0.57
2823,19.71442730534793,100.0,442.0,92.1,19.42372,-99.17082,2.0,1.0,2.0,3.0,8.0,3.0,3.0,8.0,8.0,3.0,8.0,,28,58,88,363,0.0,0.0,0.0,4.78,4.89,4.84,4.76,4.89,4.97,4.86,1.0,0.0,1.0,0.0,0.57
2830,12.65701770350315,95.4,2012.0,67.0,19.40193,-99.24276,2.0,1.0,1.0,1.0,30.0,1.0,1.0,30.0,30.0,1.0,30.0,,29,59,89,364,2.0,1.0,0.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,0.04
2831,20.248653530188772,100.0,650.0,94.0,19.43285,-99.1911,2.0,1.0,1.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,0,0,27,30,33.0,2.0,0.0,4.85,4.97,4.94,5.0,4.94,5.0,4.88,4.0,1.0,3.0,0.0,0.49
2832,20.248653530188772,100.0,550.0,94.0,19.43357,-99.19154,2.0,1.0,1.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,0,0,27,117,34.0,11.0,0.0,4.79,4.79,4.94,4.82,4.76,4.97,4.79,4.0,1.0,3.0,0.0,0.51
2833,20.248653530188772,100.0,800.0,94.0,19.27937,-99.18011,1.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,28,58,88,363,0.0,0.0,0.0,4.79,4.79,4.94,4.82,4.76,4.97,4.79,1.0,0.0,1.0,0.0,0.51
2834,21.935683713896687,100.0,260.0,100.0,19.29547,-99.12293,1.0,1.1,1.2,3.0,30.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,27,57,87,87,1.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,0.0,2.0,0.0,0.02
2835,21.935683713896687,100.0,290.0,100.0,19.46773,-99.18408,1.0,1.0,1.0,7.0,1125.0,7.0,7.0,1125.0,1125.0,7.0,1125.0,,28,49,79,354,11.0,4.0,0.0,4.91,5.0,5.0,4.91,5.0,5.0,5.0,3.0,0.0,3.0,0.0,0.16
2837,21.935683713896687,90.0,850.0,100.0,19.35468,-99.15278,2.0,1.0,2.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,13,43,73,348,36.0,1.0,0.0,4.72,4.78,4.72,4.83,4.83,4.89,4.72,3.0,1.0,2.0,0.0,0.53
2839,21.373340319327383,100.0,370.0,98.0,19.42296,-99.17169,2.0,1.0,1.0,2.0,10.0,2.0,2.0,10.0,10.0,2.0,10.0,,0,0,0,0,89.0,9.0,2.0,4.86,4.94,4.84,4.94,4.97,4.93,4.9,14.0,10.0,4.0,0.0,1.29
2842,21.373340319327383,100.0,490.0,98.0,19.40762,-99.16032,2.0,1.0,1.0,1.0,1125.0,1.0,2.0,1125.0,1125.0,1.3,1125.0,,18,44,74,292,29.0,0.0,0.0,4.76,4.86,4.76,4.97,4.93,4.9,4.86,7.0,2.0,5.0,0.0,0.44
2843,19.71442730534793,100.0,303.0,92.1,19.39494,-99.17888,1.0,1.0,1.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,,29,59,89,89,0.0,0.0,0.0,4.76,4.86,4.76,4.97,4.93,4.9,4.86,1.0,0.0,1.0,0.0,0.44
2845,21.935683713896687,100.0,1200.0,100.0,19.35303,-99.16661,2.0,1.0,1.0,2.0,325.0,2.0,2.0,325.0,325.0,2.0,325.0,,17,45,75,318,106.0,23.0,3.0,4.93,4.97,4.92,4.97,4.98,4.99,4.9,2.0,1.0,1.0,0.0,1.53
2847,21.935683713896687,100.0,190.0,100.0,19.36505,-99.12277,1.0,1.0,1.0,1.0,210.0,1.0,2.0,210.0,210.0,1.3,210.0,,0,0,0,0,11.0,0.0,0.0,4.73,4.82,4.36,5.0,4.82,4.45,4.55,1.0,0.0,1.0,0.0,0.19
2861,7.877098849664053,100.0,1250.0,50.0,19.4185,-99.15995,2.0,1.0,1.0,3.0,7.0,3.0,3.0,7.0,7.0,3.0,7.0,,27,57,87,87,0.0,0.0,0.0,4.73,4.82,4.36,5.0,4.82,4.45,4.55,2.0,1.0,1.0,0.0,0.19
2862,6.752412060525444,60.0,1176.0,46.0,19.40795,-99.17537,3.0,1.0,1.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,,29,59,89,364,6.0,1.0,0.0,4.67,4.5,4.83,5.0,4.83,5.0,4.5,10.0,3.0,3.0,0.0,0.1
2865,12.65701770350315,60.0,725.0,67.0,19.35831,-99.2,1.0,1.0,1.0,7.0,1125.0,7.0,7.0,1125.0,1125.0,7.0,1125.0,,30,60,90,365,5.0,0.0,0.0,4.0,5.0,4.4,4.6,4.8,4.8,4.4,4.0,2.0,2.0,0.0,0.07
2867,21.373340319327383,100.0,380.0,98.0,19.42095,-99.17014,2.0,1.0,1.0,2.0,10.0,2.0,2.0,10.0,10.0,2.0,10.0,,0,0,0,0,95.0,9.0,1.0,4.94,4.94,4.89,4.98,4.99,4.91,4.92,14.0,10.0,4.0,0.0,1.38
2871,21.935683713896687,100.0,300.0,100.0,19.29212,-99.15091,2.0,1.0,1.0,1.0,90.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,0,0,0,87,32.0,1.0,0.0,4.97,4.91,4.91,4.97,4.97,4.94,4.97,2.0,0.0,2.0,0.0,0.47
2878,2.5348366012556536,100.0,263.0,31.0,19.34426,-99.13386,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,5.0,,27,57,87,87,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,1.0,0.0,1.0,0.0,0.03
2879,21.935683713896687,33.0,439.0,100.0,19.43488,-99.14686,2.0,1.0,1.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,,8,8,8,31,20.0,0.0,0.0,4.61,4.72,4.56,4.94,4.89,5.0,4.67,1.0,0.0,1.0,0.0,0.29
2880,21.935683713896687,100.0,450.0,100.0,19.35332,-99.18125,2.0,1.0,1.0,2.0,90.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,22,52,82,171,89.0,25.0,0.0,4.93,4.96,4.88,4.97,4.93,4.93,4.93,1.0,0.0,1.0,0.0,1.34
2881,21.935683713896687,100.0,2557.0,100.0,19.4054,-99.17395,4.0,2.0,3.0,1.0,28.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,27,57,87,362,14.0,0.0,0.0,4.79,4.79,4.93,5.0,4.93,4.93,4.93,3.0,0.0,3.0,0.0,0.21
2884,19.68631013561947,67.0,307.0,92.0,19.43249,-99.14625,2.0,1.0,1.0,2.0,31.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0,1,131,17.0,9.0,0.0,4.53,4.76,4.47,4.56,4.59,4.75,4.5,1.0,0.0,1.0,0.0,0.25
2885,21.654512016612035,100.0,343.0,99.0,19.37111,-99.17161,2.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,27,54,84,359,86.0,18.0,2.0,4.64,4.71,4.64,4.66,4.74,4.85,4.6,13.0,0.0,13.0,0.0,1.4
2887,21.935683713896687,100.0,450.0,100.0,19.38028,-99.16454,1.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,30,60,90,180,5.0,2.0,0.0,4.6,4.2,3.6,4.6,4.6,4.8,4.4,1.0,0.0,1.0,0.0,0.08
2890,7.877098849664053,100.0,750.0,50.0,19.33597,-99.18518,1.0,1.0,2.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,29,59,89,364,6.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,2.0,0.0,2.0,0.0,0.09
2891,21.935683713896687,100.0,599.0,100.0,19.43748,-99.1991,2.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0,0,86,44.0,10.0,0.0,4.77,4.73,4.77,4.82,4.77,5.0,4.7,1.0,0.0,1.0,0.0,0.78
2892,21.935683713896687,100.0,900.0,100.0,19.3203,-99.23696,4.0,1.0,3.0,3.0,1125.0,2.0,3.0,1125.0,1125.0,2.7,1125.0,,30,60,90,180,16.0,1.0,0.0,4.81,5.0,4.94,5.0,5.0,4.75,4.94,3.0,0.0,3.0,0.0,0.24
2893,20.810996924758076,100.0,393.0,96.0,19.39351,-99.16559,2.0,1.0,1.0,1.0,60.0,1.0,1.0,60.0,60.0,1.0,60.0,,1,23,53,328,43.0,27.0,6.0,4.56,4.53,4.42,4.81,4.84,4.88,4.6,2.0,0.0,2.0,0.0,0.65
2894,20.810996924758076,100.0,5446.0,96.0,19.41789,-99.17294,2.0,1.0,1.0,1.0,10.0,1.0,1.0,10.0,10.0,1.0,10.0,,27,57,87,362,1.0,0.0,0.0,4.8,4.53,4.42,4.81,4.84,4.88,4.6,1.0,0.0,1.0,0.0,0.02
2898,19.71442730534793,95.4,350.0,92.1,19.37747,-99.18664,1.0,1.0,1.0,3.0,15.0,3.0,3.0,15.0,15.0,3.0,15.0,,28,58,87,87,1.0,0.0,0.0,4.0,4.53,4.8,4.81,4.84,4.88,4.6,1.0,0.0,1.0,0.0,0.01
2901,21.935683713896687,95.4,750.0,100.0,19.3189,-99.23877,2.0,1.0,1.0,3.0,1125.0,2.0,3.0,1125.0,1125.0,2.7,1125.0,,29,59,89,364,12.0,0.0,0.0,5.0,5.0,4.92,5.0,5.0,4.75,5.0,3.0,0.0,3.0,0.0,0.18
2902,21.935683713896687,95.4,750.0,100.0,19.321,-99.23903,2.0,1.0,1.0,3.0,1125.0,2.0,3.0,1125.0,1125.0,2.7,1125.0,,27,57,87,177,6.0,0.0,0.0,5.0,5.0,5.0,4.83,5.0,4.83,5.0,3.0,0.0,3.0,0.0,0.1
2904,21.935683713896687,100.0,690.0,100.0,19.40928,-99.16771,2.0,1.0,1.0,3.0,120.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,19,49,79,169,65.0,34.0,2.0,4.8,4.88,4.89,4.94,4.89,4.98,4.78,1.0,0.0,1.0,0.0,0.97
2905,19.71442730534793,95.4,270.0,92.1,19.34874,-99.15291,2.0,1.0,1.0,2.0,25.0,2.0,2.0,25.0,25.0,2.0,25.0,,28,58,88,88,0.0,0.0,0.0,4.8,4.88,4.89,4.94,4.89,4.98,4.78,1.0,0.0,1.0,0.0,0.97
2907,5.065381876817527,95.4,500.0,40.0,19.46592,-99.17372,2.0,1.0,1.0,7.0,1125.0,7.0,7.0,1125.0,1125.0,7.0,1125.0,,30,60,90,365,0.0,0.0,0.0,4.8,4.88,4.89,4.94,4.89,4.98,4.78,1.0,0.0,1.0,0.0,0.97
2909,21.935683713896687,100.0,400.0,100.0,19.41789,-99.17236,1.0,1.0,1.0,3.0,360.0,3.0,7.0,1125.0,1125.0,4.2,1125.0,,0,0,0,89,22.0,7.0,0.0,5.0,5.0,4.95,5.0,5.0,5.0,4.95,2.0,0.0,2.0,0.0,0.33
2911,21.935683713896687,100.0,590.0,100.0,19.419287,-99.067261,3.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,0,0,1,6,47.0,4.0,0.0,4.85,4.78,4.87,4.85,4.87,4.63,4.7,1.0,0.0,1.0,0.0,0.69
2919,19.12396674105016,100.0,299.0,90.0,19.35944,-99.14384,1.0,1.0,1.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,10,40,70,160,47.0,4.0,0.0,4.95,4.86,4.93,4.89,4.98,4.98,4.95,2.0,0.0,2.0,0.0,0.69
2923,12.65701770350315,100.0,914.0,67.0,19.2914,-99.16488,2.0,1.0,1.0,1.0,7.0,1.0,1.0,7.0,7.0,1.0,7.0,,28,58,88,363,2.0,0.0,0.0,4.8,4.86,4.93,4.89,4.98,4.98,4.95,1.0,0.0,1.0,0.0,0.03
